male	 16	 3	 99	99	5	99	99	99	99	99	99	 verygood	 english	 yes	 never	 yes	 school	 regularly	 yes 
female	 15	 3	 99	99	4	99	5	99	99	99	99	 good	 none	 yes	 sometimes	 yes	 HomeSchool	 regularly	 yes 
female	 14	 2	 4	99	5	2	99	99	99	2	3	 verygood	 none	 yes	 never	 yes	 home	 sometimes	 yes 
female	 16	 3	 99	99	99	99	99	99	99	99	4	 verygood	 none	 yes	 never	 yes	 no	 regularly	 yes 
female	 16	 3	 99	99	99	99	99	99	99	99	4	 verygood	 none	 yes	 never	 yes	 home	 regularly	 yes 
female	 13	 2	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 no	 sometimes	 yes 
female	 14	 3	 2	99	3	4	99	5	99	99	2	 good	 none	 yes	 rarely	 yes	 home	 regularly	 maybe 
female	 13	 3	 99	99	4	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 home	 veryregularly	 yes 
female	 14	 2	 99	99	5	99	99	99	99	99	99	 good	 none	 yes	 regularly	 yes	 home	 veryregularly	 yes 
female	 12	 2	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 home	 sometimes	 yes 
female	 15	 3	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 home	 regularly	 yes 
female	 14	 3	 5	5	5	5	99	99	99	99	99	 good	 english	 yes	 never	 yes	 HomeSchool	 regularly	 yes 
female	 15	 2	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 rarely	 yes	 school	 sometimes	 yes 
female	 14	 2	 99	99	5	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 home	 regularly	 yes 
female	 15	 3	 99	99	99	99	99	99	99	99	99	 good	 none	 yes	 never	 yes	 home	 sometimes	 yes 
female	 13	 2	 99	4	5	4	99	99	99	99	99	 good	 none	 yes	 never	 yes	 no	 never	 yes 
female	 14	 2	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 rarely	 yes	 home	 regularly	 yes 
female	 14	 3	 99	5	5	99	5	99	99	99	99	 good	 none	 yes	 never	 yes	 no	 never	 yes 
female	 14	 2	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 rarely	 yes	 no	 sometimes	 yes 
female	 14	 2	 99	99	5	99	5	99	99	99	99	 verygood	 none	 yes	 sometimes	 yes	 home	 regularly	 yes 
female	 14	 2	 99	99	5	99	5	99	99	99	99	 verygood	 none	 yes	 never	 yes	 no	 sometimes	 yes 
female	 14	 2	 99	5	5	99	99	4	99	99	3	 good	 none	 yes	 never	 yes	 school	 sometimes	 yes 
female	 14	 3	 99	99	99	99	99	99	99	99	99	 good	 none	 yes	 never	 yes	 no	 never	 yes 
female	 14	 3	 99	99	99	99	99	99	99	99	99	 good	 none	 yes	 never	 yes	 school	 sometimes	 yes 
female	 15	 2	 99	99	99	99	99	99	99	99	99	 verygood	 english	 yes	 never	 yes	 home	 sometimes	 yes 
female	 14	 3	 99	5	5	99	99	99	99	99	99	 verygood	 none	 yes	 sometimes	 yes	 home	 sometimes	 yes 
female	 14	 2	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 sometimes	 yes	 school	 sometimes	 yes 
female	 14	 2	 99	99	5	99	99	99	99	99	99	 verygood	 english	 yes	 never	 yes	 no	 sometimes	 yes 
female	 14	 2	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 home	 regularly	 yes 
female	 16	 2	 99	99	5	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 home	 regularly	 yes 
female	 14	 2	 99	99	5	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 home	 regularly	 yes 
female	 15	 3	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 no	 rarely	 yes 
female	 15	 3	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 no	 rarely	 yes 
female	 16	 3	 99	99	99	99	99	99	99	99	99	 good	 english	 yes	 never	 yes	 no	 never	 yes 
female	 14	 2	 99	5	5	99	4	99	99	99	99	 verygood	 none	 maybe	 never	 yes	 home	 regularly	 yes 
female	 14	 2	 99	5	5	99	5	99	99	99	5	 verygood	 none	 yes	 never	 yes	 no	 sometimes	 yes 
female	 15	 2	 99	99	99	99	99	99	99	99	99	 good	 none	 yes	 never	 yes	 no	 sometimes	 maybe 
female	 14	 3	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 sometimes	 yes	 school	 sometimes	 yes 
female	 14	 3	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 sometimes	 yes	 school	 sometimes	 yes 
female	 15	 2	 99	99	5	99	99	99	99	99	99	 good	 none	 yes	 rarely	 yes	 home	 sometimes	 yes 
female	 14	 3	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 sometimes	 yes	 school	 sometimes	 yes 
female	 15	 2	 99	99	5	99	99	99	99	99	99	 verygood	 english	 yes	 never	 yes	 no	 sometimes	 yes 
female	 16	 2	 99	99	99	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 no	 sometimes	 yes 
female	 15	 3	 99	4	4	99	99	99	99	99	99	 good	 experience	 yes	 rarely	 yes	 school	 rarely	 yes 
female	 15	 3	 99	99	99	99	99	99	99	99	99	 good	 experience	 yes	 rarely	 yes	 school	 never	 yes 
female	 14	 3	 99	99	99	99	99	99	99	99	99	 verygood	 english	 yes	 never	 yes	 no	 sometimes	 yes 
female	 14	 3	 99	5	5	99	99	99	99	99	99	 verygood	 none	 yes	 never	 yes	 school	 sometimes	 yes 
female	 12	 3	 3	99	99	4	2	99	99	99	4	 okay	 none	 yes	 never	 yes	 no	 regularly	 yes 
female	 12	 3	 99	99	3	99	99	99	99	99	99	 good	 other	 yes	 never	 yes	 no	 sometimes	 yes 
female	 12	 3	 3	99	99	5	2	99	99	1	3	 good	 none	 yes	 never	 yes	 no	 rarely	 yes 
female	 12	 3	 5	99	5	99	5	99	99	4	99	 verygood	 none	 yes	 never	 yes	 home	 regularly	 yes 
female	 15	 3	 5	99	5	99	5	4	99	4	99	 verygood	 none	 yes	 never	 yes	 school	 sometimes	 yes 
female	 15	 3	 99	5	5	99	99	99	99	99	99	 good	 none	 yes	 sometimes	 yes	 home	 veryregularly	 yes 
female	 12	 3	 99	99	99	99	99	99	99	99	99	 verygood	 experience	 yes	 never	 yes	 no	 never	 yes 
female	 16	 3	 99	99	99	99	99	99	99	99	99	 good	 none	 yes	 sometimes	 yes	 no	 sometimes	 yes 
